403	32156.0
404	185905.0
405	-225177.0
406	10399.0
407	-74680.0
408	-196524.0
409	7184.0
41	-245733.0
410	-63036.0
411	-34115.0
412	-276492.0
413	-118366.0
414	-118837.0
415	-41317.0
416	-104122.0
417	183405.0
418	71944.0
419	164457.0
42	-36597.0
420	60148.0
421	76199.0
422	-270046.0
423	-43080.0
424	-94099.0
425	-192254.0
426	125575.0
427	-151058.0
428	243296.0
429	-147087.0
43	-22641.0
430	-42322.0
431	-75841.0
432	-162234.0
433	-207064.0
434	-113287.0
435	-115840.0
436	349543.0
437	233514.0
438	-195740.0
439	213685.0
44	-92195.0
440	-136311.0
441	95040.0
442	13825.0
443	92321.0
444	-23791.0
445	77550.0
446	74576.0
447	-12161.0
448	-43799.0
449	-154994.0
45	88586.0
450	-155601.0
451	173153.0
452	90105.0
453	155749.0
454	-52891.0
455	-47015.0
456	-154511.0
457	388270.0
458	-10576.0
459	-133122.0
46	-74880.0
460	126592.0
461	-38945.0
462	61088.0
463	325596.0
464	311213.0
465	227065.0
466	-131267.0
467	-48542.0
468	-64339.0
469	22082.0
47	-22491.0
470	8800.0
471	18685.0
472	194736.0
473	126188.0
474	-15165.0
475	-145678.0
476	-292468.0
477	125701.0
478	165378.0
479	-42753.0
48	-280609.0
480	93841.0
481	-134972.0
482	-32105.0
483	-37863.0
484	357638.0
485	96987.0
486	61144.0
487	29476.0
488	-53506.0
489	155084.0
49	157730.0
490	64808.0
491	110249.0
492	211789.0
493	-154961.0
494	-124097.0
495	18210.0
496	168654.0
497	-34440.0
498	244542.0
499	61824.0
5	-105695.0
50	104963.0
500	199696.0
501	60611.0
502	89197.0
503	75303.0
504	76003.0
505	162694.0
506	75976.0
507	-91883.0
508	155901.0
509	-143815.0
51	-229177.0
510	106063.0
511	48359.0
512	379297.0
513	154077.0
514	9460.0
515	302969.0
516	-363047.0
517	-352463.0
518	-73009.0
519	244585.0
52	38687.0
520	72703.0
521	-111247.0
522	59249.0
523	108988.0
524	-125473.0
525	-342081.0
526	-181122.0
527	-213668.0
528	145993.0
529	27440.0
53	-138074.0
530	-133958.0
531	-162893.0
532	-126216.0
533	51312.0
534	-127062.0
535	-115628.0
536	16628.0
537	-280625.0
538	144422.0
539	-94802.0
54	173045.0
540	-71286.0
541	167455.0
542	201729.0
543	264042.0
544	-127112.0
545	-109451.0
546	-41689.0
547	-15426.0
548	20880.0
549	492808.0
55	15948.0
550	13573.0
551	-227938.0
552	-308341.0
553	-268747.0
554	12713.0
555	60871.0
556	163430.0
557	-22995.0
558	-157284.0
559	-297443.0
56	83839.0
560	215787.0
561	55510.0
562	-263678.0
563	318278.0
564	-162899.0
565	-134685.0
566	53269.0
567	40950.0
568	32925.0
569	230637.0
57	-31242.0
570	-91771.0
571	105764.0
572	256205.0
573	93442.0
574	37846.0
575	173224.0
576	79408.0
577	-57333.0
578	102295.0
579	7399.0
58	38026.0
580	155431.0
581	1262.0
582	150422.0
583	17125.0
584	-12094.0
585	341981.0
586	152555.0
587	316117.0
588	-194648.0
589	17184.0
59	-16361.0
590	3903.0
591	-33305.0
592	37893.0
593	67261.0
594	62066.0
595	56649.0
596	77528.0
597	-57312.0
598	96315.0
599	-21242.0
6	-78755.0
60	-131884.0
600	81212.0
601	-372757.0
602	20403.0
603	-230904.0
604	-96110.0
605	127402.0
606	-18187.0
607	-45096.0
608	126038.0
609	44066.0
61	127950.0
610	317453.0
611	-32058.0
612	-161740.0
613	-4695.0
614	79045.0
615	-16888.0
616	-288435.0
617	-113224.0
618	-39800.0
619	-321899.0
62	-394934.0
620	-100198.0
621	72129.0
622	-142408.0
623	301803.0
624	53237.0
625	-463094.0
626	-365028.0
627	-435076.0
628	-121946.0
629	-272141.0
63	-185169.0
630	-285257.0
631	-82330.0
632	-226950.0
633	-93623.0
